CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,EC1,EC2,EC3,EC4,EC5,EC6
C04213,13.07188957,-5.568528353,13.07188957,0.058090995,0.041320066,925.964,854.396,925.4227971,357,0,1,1,0,0,0
C04217,11.37961346,-5.087317011,11.37961346,0.267310183,0.131691474,518.568,474.216,518.256227,196,0,1,0,1,0,0
C04230,11.43995843,-4.1747149,11.43995843,0.062895776,0.449214299,285.233,265.073,285.09719,107,0,1,1,0,0,0
C04233,11.50356859,-4.1810645,11.50356859,0.062578735,0.449214299,285.233,265.073,285.09719,107,0,1,1,0,1,0
C04248,12.68277433,-5.202717217,12.68277433,0.445682243,0.108790134,549.375,521.151,549.1094851,208,0,0,1,1,0,0
C04261,11.67541478,-4.496027061,11.67541478,0.00099537,0.479656143,260.146,251.074,260.031056,92,0,1,1,0,0,0
C04268,12.17973838,-5.403452827,12.17973838,0.141702706,0.166410041,547.347,520.131,547.0968258,200,1,1,0,1,0,0
C04272,9.935949074,-1.710648148,9.935949074,1.227962963,0.461845022,134.131,124.051,134.0579088,54,1,0,0,1,0,0
C04297,12.11979066,-5.378678716,12.11979066,0.101490077,0.193712661,531.304,508.12,531.0655257,192,1,0,0,1,1,0
C04298,3.777777778,0.444444444,3.777777778,0.444444444,0.367117523,33.075,32.067,32.97989603,7,0,1,0,0,0,1
C04302,11.11927939,-4.742451644,11.11927939,0.062308105,0.363394138,349.232,333.104,349.0562677,128,0,1,0,0,1,0
C04330,12.76519085,-5.111579445,12.76519085,0.001596908,0.059063717,787.693,743.341,787.2545924,298,1,0,1,0,0,0
C04348,12.64493467,-5.598138481,12.64493467,0.005666204,0.042991601,883.613,843.293,883.1261676,316,0,0,1,1,0,0
C04373,12.37728145,-0.054129884,12.37728145,0.012444452,0.732972735,290.447,260.207,290.2245802,118,1,1,0,0,0,0
C04390,10.68227434,-1.139725529,10.68227434,0.162592593,0.452434932,232.236,216.108,232.1059216,92,0,1,1,0,0,0
C04405,12.65507438,-5.575940976,12.65507438,0.025647863,0.051366961,867.658,823.306,867.1676385,312,1,0,0,1,0,0
C04411,10.46351852,-1.831018519,10.46351852,0.408703704,0.550463499,176.168,164.072,176.0684735,70,1,0,0,1,0,0
C04421,11.31102833,-1.266137566,11.31102833,0.022941232,0.34125089,290.272,272.128,290.1114009,114,0,1,1,0,0,0
C04454,11.24376474,-4.833153192,11.24376474,0.202817364,0.205196576,356.228,339.092,356.0733148,132,1,0,1,0,0,0
C04478,10.76485572,-4.89597854,10.76485572,1.014255756,0.16464909,318.171,303.051,318.0351979,118,0,1,1,0,0,0
C04506,12.2522377,-1.065436709,12.2522377,0.278402638,0.230701973,437.606,402.326,437.2348276,168,0,1,1,0,0,0
C04517,11.48240442,-4.102754975,11.48240442,0.029305556,0.338893585,283.261,261.085,283.1179255,107,0,1,1,0,0,0
C04549,12.2118041,-5.298183965,12.2118041,0.446411137,0.159331398,468.197,450.053,468.0070078,168,0,1,1,0,0,0
C04573,12.43526386,-5.758134447,12.43526386,0.69990457,0.111022524,621.338,596.138,621.0608342,226,1,0,0,0,1,0
C04574,11.51932472,-5.109589305,11.51932472,0.273712482,0.042847865,927.282,834.546,926.6318285,364,0,1,1,0,0,0
C04578,12.93523062,-1.592058414,12.93523062,0.242662982,0.614218478,384.476,356.252,384.2049074,150,1,1,0,0,0,0
C04598,11.632714,-4.135996473,11.632714,0.095468396,0.350778035,299.26,277.084,299.1128401,113,0,1,1,0,0,0
C04604,10.64814815,-1.495,10.64814815,0.076296296,0.636340588,197.146,190.09,197.0324223,74,1,0,0,1,0,0
C04618,10.48768519,-0.450787037,10.48768519,0.131342593,0.574174259,119.165,112.109,119.0166755,41,1,1,0,1,0,0
C04619,11.02286891,-0.379836546,11.02286891,0.104965385,0.616310016,203.327,184.175,203.1105758,77,1,1,0,1,0,0
C04620,10.92037376,-0.379907407,10.92037376,0.11104206,0.627628018,175.273,160.153,175.0792757,65,1,1,0,1,0,0
C04623,6.112705341,-1.456687453,6.112705341,0.382376543,0.540334122,354.491,345.419,351.9146887,100,1,0,0,1,0,0
C04628,11.62151664,-4.814489393,11.62151664,0.151767999,0.214044699,343.338,321.162,343.0854597,124,1,1,0,0,0,0
C04632,10.88296296,-0.710648148,10.88296296,0.062361111,0.420881663,130.103,124.055,130.0378421,50,0,1,1,0,0,0
C04633,11.18903105,-0.382670697,11.18903105,0.093936136,0.448182361,287.489,256.241,287.2044762,113,1,1,0,1,0,0
C04635,11.10683752,-4.103217938,11.10683752,0.013441358,0.366849614,240.172,225.052,240.0636988,89,0,1,1,0,0,0
C04637,12.34734122,-5.536619339,12.34734122,0.506726266,0.114851538,548.176,529.024,547.9733383,192,0,1,1,0,0,0
C04646,10.73053634,-4.712517764,10.73053634,0.331302241,0.254335125,364.276,351.172,364.0242564,126,1,1,0,0,0,0
C04652,13.4100669,-5.891286753,13.4100669,0.244520861,0.026497773,1018.038,940.422,1017.457565,394,0,1,1,0,0,0
C04677,11.08011272,-4.752404765,11.08011272,0.180271833,0.306190386,338.213,323.093,338.0627501,124,0,1,0,0,0,1
C04688,11.14802341,-0.381755366,11.14802341,0.096799534,0.528361858,259.435,232.219,259.1731761,101,1,1,0,1,0,0
C04702,13.36725358,-5.948253428,13.36725358,0.033871799,0.025147853,1149.945,1084.425,1149.351596,436,0,1,1,0,0,0
C04706,10.50976002,-1.184799383,10.50976002,0.048611111,0.468001033,174.539,171.515,173.9719863,58,0,0,1,0,1,0
C04737,12.04470869,-1.963336974,12.04470869,0.205095041,0.034069462,812.924,746.396,812.4279893,327,0,1,1,0,0,0
C04751,10.8578905,-4.768933691,10.8578905,0.305271833,0.320878949,339.197,325.085,339.0467657,124,0,0,0,1,0,1
C04756,11.3788755,-4.157523179,11.3788755,0.080802469,0.424572048,267.174,253.062,267.0507884,98,0,1,1,0,0,0
C04778,10.78786906,-4.687346544,10.78786906,0.537926535,0.576502052,358.287,339.135,358.0929876,132,0,1,1,0,0,0
C04780,11.92726968,-0.692181657,11.92726968,0.263713337,0.44157331,294.435,264.195,294.2194948,120,1,0,0,0,0,1
C04874,11.57607371,-1.35407124,11.57607371,0.018852041,0.350074067,255.234,242.13,255.0967539,98,1,0,1,1,1,0
C04882,13.38944548,-5.969309261,13.38944548,0.054362386,0.030720064,1193.954,1128.434,1193.341426,452,0,1,1,0,0,0
C04884,13.44788417,-3.269006115,13.44788417,0.289302581,0.021612199,1145.233,1058.545,1144.549955,457,0,1,1,0,0,0
C04895,11.81620983,-5.726262686,11.81620983,0.009216017,0.165938786,495.171,479.043,494.9957455,170,0,0,1,1,1,0
C04911,13.68694955,-3.370950799,13.68694955,0.314813831,0.020469644,1307.374,1210.606,1306.602778,521,0,1,1,0,0,0
C04919,14.07490278,-5.611851199,14.07490278,0.196142745,0.015284745,1405.727,1274.687,1404.853962,560,0,1,1,0,0,0
C05125,11.54047012,-5.169364295,11.54047012,0.150961016,0.259011421,469.373,446.189,469.0706344,162,1,1,0,0,0,0
C05138,12.22536419,-1.114789908,12.22536419,0.037045377,0.720996902,332.484,300.228,332.2351449,134,1,0,0,0,1,0
C05140,12.435321,-0.744047435,12.435321,0.084503732,0.747990701,302.414,276.206,302.1881947,120,1,0,0,0,1,0
C05141,10.39100513,-0.565125242,10.39100513,0.116065563,0.687428138,288.387,264.195,288.1725446,114,1,1,0,0,0,0
C05144,10.77925076,-1.133287037,10.77925076,0.367314815,0.446398392,176.124,168.06,176.032088,68,0,1,0,0,1,0
C05167,9.636574074,-0.851851852,9.636574074,0.178240741,0.414885834,74.059,70.027,74.02420337,29,1,0,0,1,0,0
C05178,10.14901139,0.137362056,10.14901139,0.137362056,0.903006971,329.396,306.212,329.1627082,128,1,1,0,0,0,0
C05212,11.648339,-4.115588309,11.648339,0.107814075,0.457217108,284.225,265.073,284.089365,106,0,1,1,0,0,0
C05220,10.87259023,-0.734791063,10.87259023,0.200922147,0.809351747,329.396,306.212,329.1627082,128,1,1,0,0,0,0
C05223,11.04436472,0.232599208,11.04436472,0.232599208,0.494119627,215.382,192.198,215.1469614,83,1,1,1,0,0,0
C05239,5.159722222,0.606481482,5.159722222,0.606481482,0.463225708,83.094,78.054,83.04834716,32,0,0,1,1,0,0
C05258,12.7343883,-5.584887741,12.7343883,0.026049126,0.03624985,1021.955,955.427,1021.339789,378,1,0,0,1,0,0
C05260,12.72390555,-5.58355422,12.72390555,0.025312768,0.038261684,993.901,931.405,993.308489,366,1,0,0,1,0,0
C05262,12.71199699,-5.582039078,12.71199699,0.024139116,0.040827632,965.847,907.383,965.2771889,354,1,0,0,1,0,0
C05264,12.69835051,-5.580302599,12.69835051,0.022098508,0.043676424,937.793,883.361,937.2458888,342,1,0,0,1,0,0
C05266,12.68255571,-5.578292613,12.68255571,0.018067266,0.046263327,909.739,859.339,909.2145887,330,1,0,0,1,0,0
C05268,12.66406192,-5.575939234,12.66406192,0.008271348,0.048300663,881.685,835.317,881.1832885,318,1,0,0,1,0,0
C05270,12.66137768,-5.563414803,12.66137768,0.032074063,0.053353428,865.686,819.318,865.1883739,312,1,1,0,0,0,0
C05274,12.69566627,-5.567778168,12.69566627,0.032883878,0.045547023,921.794,867.362,921.2509742,336,1,1,0,0,0,0
C05306,14.76985872,-1.462356586,14.76985872,0.104645166,0.056988703,893.509,820.933,892.5353131,344,0,0,1,1,0,0
C05335,10.08708711,-0.889583333,10.08708711,0.548680556,0.61983169,196.108,185.02,196.9954999,54,0,1,0,1,0,1
C05337,12.9596133,-5.59576042,12.9596133,0.028786409,0.056235417,1142.106,1067.514,1141.397304,424,0,1,0,0,0,1
C05361,4,4,4,4,0.260658949,32.046,28.014,32.03744813,14,1,1,0,0,0,0
C05378,10.49082606,-4.957220372,10.49082606,0.874280597,0.241886447,340.114,326.002,339.9960491,120,0,0,1,1,0,0
C05382,10.78890778,-4.860265556,10.78890778,1.025258015,0.217780705,290.161,275.041,290.0402833,108,0,1,0,1,1,0
C05422,10.74958333,-1.532407407,10.74958333,0.73912037,0.351453627,174.108,168.06,174.0164379,66,1,0,1,0,0,0
C05431,2.392388588,1.114275271,2.392388588,1.114275271,0.127535191,538.904,480.44,538.4538519,218,1,0,0,1,1,0
C05432,2.296509834,1.115588192,2.296509834,1.115588192,0.135851284,536.888,480.44,536.4382018,216,1,1,0,1,1,0
C05435,2.369928784,0.289810711,2.369928784,0.289810711,0.162107154,536.888,480.44,536.4382018,216,1,0,0,1,1,0
C05437,10.2305702,-0.035556423,10.2305702,0.035556423,0.498849589,384.648,340.296,384.339216,158,1,1,0,0,1,0
C05465,12.19557693,-4.062199192,12.19557693,0.062487944,0.398161663,499.714,454.354,499.2967592,196,1,0,1,0,0,0
C05466,12.02729839,-1.010413079,12.02729839,0.177024484,0.495705686,449.632,406.288,449.3141235,182,0,1,1,0,0,0
C05485,12.27166048,-0.290945895,12.27166048,0.06712129,0.761170258,332.484,300.228,332.2351449,134,1,0,0,0,1,0
C05488,12.33653298,-1.36414819,12.33653298,0.110962144,0.806162176,346.467,316.227,346.2144094,138,1,0,0,0,1,0
C05519,9.855740741,-1.180555556,9.855740741,0.979166667,0.425095603,119.12,110.048,119.0582431,48,1,0,0,1,0,0
C05544,11.46002653,-0.336257322,11.46002653,0.021164494,0.471893154,185.227,170.107,185.1164267,74,1,1,0,0,0,0
C05545,11.52956743,-0.340084483,11.52956743,0.026160242,0.563999644,199.254,182.118,199.1320768,80,1,1,0,0,0,0
C05557,12.18950756,-1.120814681,12.18950756,0.063391519,0.431488923,359.404,338.236,359.1151064,134,0,1,0,0,1,0
C05576,9.101851852,-1.01712963,9.101851852,0.246398337,0.475211042,170.164,160.084,170.0579088,66,1,1,0,0,0,0
C05578,9.071759259,-0.097268519,9.071759259,0.086018519,0.497873654,149.149,142.093,149.0476785,56,1,0,0,1,0,0
C05607,10.25364182,-1.298703704,10.25364182,0.16287037,0.693597766,166.176,156.096,166.0629942,64,1,1,0,0,0,0
C05616,10.48430083,-1.20037037,10.48430083,0.071851852,0.591647243,184.147,176.083,184.0371734,70,1,1,0,0,0,0
C05619,10.24901809,-1.095804044,10.24901809,0.083369237,0.515140271,210.185,200.105,210.0528234,80,0,1,0,0,0,1
C05635,10.51889361,-0.880330688,10.51889361,0.038240741,0.673011574,191.186,182.114,191.0582431,72,0,1,0,0,0,1
C05638,11.34662037,-0.142685185,11.34662037,0.036640212,0.35884977,180.207,168.111,180.0898776,70,1,0,0,1,0,0
C05662,10.44165816,-2.076990741,10.44165816,0.418518519,0.437593565,206.15,196.07,206.0426527,80,1,0,0,1,0,0
C05668,12.63035816,-5.570622239,12.63035816,0.013395319,0.048203769,839.604,799.284,839.1363383,300,1,0,0,1,0,1
C05688,9.795324074,-0.943865741,9.795324074,0.43287037,0.504410582,168.054,160.998,168.9641998,42,0,1,0,1,0,0
C05689,9.974212963,-0.894699074,9.974212963,0.372824074,0.581811717,182.081,173.009,182.9798498,48,0,1,0,1,0,0
C05698,9.957268519,-0.920324074,9.957268519,0.537037037,0.556162628,182.081,173.009,182.9798498,48,0,1,0,1,0,0
C05712,8.6875,-0.652777778,8.6875,0.097222222,0.370462994,55.036,54.028,55.00581365,20,0,1,0,1,0,0
C05730,12.0696073,-1.199373121,12.0696073,0.02777994,0.091347974,434.563,400.291,434.2311392,168,0,0,1,0,0,1
C05745,10.43726852,0.263564815,10.43726852,0.263564815,0.526631566,103.166,96.11,103.0217608,35,1,1,0,0,0,0
C05747,10.76250378,-0.385972222,10.76250378,0.1194024,0.650146293,147.219,136.131,147.0479756,53,1,1,0,1,0,0
C05749,10.71208711,0.251624622,10.71208711,0.251624622,0.544399926,131.22,120.132,131.053061,47,1,1,0,0,0,0
C05752,10.86995709,0.243264283,10.86995709,0.243264283,0.553939996,159.274,144.154,159.0843611,59,1,1,1,0,0,0
C05755,10.97245224,0.237187607,10.97245224,0.237187607,0.536807286,187.328,168.176,187.1156612,71,1,1,1,0,0,0
C05757,11.09478138,-0.380748326,11.09478138,0.100376986,0.583645289,231.381,208.197,231.141876,89,1,1,0,1,0,0
C05761,11.09760674,0.229021756,11.09760674,0.229021756,0.426159447,243.436,216.22,243.1782615,95,1,1,1,0,0,0
C05764,11.13861438,0.226158358,11.13861438,0.226158358,0.350224765,271.49,240.242,271.2095616,107,1,1,1,0,0,0
C05796,10.26248622,-1.506372538,10.26248622,0.461984286,0.275962585,340.281,320.121,340.1005615,134,0,1,1,0,0,0
C05807,9.633493269,0.389674509,9.633493269,0.389674509,0.731246653,230.351,208.175,230.1670653,92,1,0,0,1,0,0
C05821,13.07686495,-1.836501146,13.07686495,0.4898673,0.088730477,669.552,642.336,669.1442172,252,0,1,1,0,0,0
C05841,10.82836341,-1.225745465,10.82836341,0.037257653,0.478890973,256.234,242.122,256.0815636,98,0,1,1,0,0,0
C05893,14.12775267,-5.948868653,14.12775267,0.017412485,0.015272664,1876.26,1719.012,1875.0606,738,0,1,0,0,0,1
C05903,12.12044659,-0.80849537,12.12044659,0.024689626,0.545851399,286.239,276.159,286.047738,106,1,1,0,0,0,0
C05905,10.00441704,-0.360228647,10.00441704,0.03037037,0.347287495,287.247,276.159,287.0550145,106,1,1,0,0,0,0
C05908,10.0136763,-0.695076058,10.0136763,0.080883881,0.300507137,303.246,292.158,303.0499291,112,1,1,0,0,0,0
C05933,10.24969167,-1.024261831,10.24969167,0.093614418,0.117325159,190.203,176.091,190.1065903,76,1,0,1,0,0,0
C05942,10.03078704,-0.921296296,10.03078704,0.226851852,0.560397959,111.1,106.06,111.0320284,42,1,0,0,1,0,0
C05946,10.23481481,-1.931851852,10.23481481,0.898148148,0.432372833,162.097,156.049,162.0164379,62,0,1,0,1,0,0
C05947,10.02832483,-1.707314815,10.02832483,0.481481482,0.38902309,163.129,154.057,163.0480724,64,1,1,0,0,0,0
C05952,10.89397156,-1.08792335,10.89397156,0.009376531,0.142586637,439.618,402.322,439.2392443,170,1,1,0,0,0,0
C05973,11.1280017,-4.181527463,11.1280017,0.080718747,0.468085854,242.144,229.04,242.0429634,89,0,1,1,0,0,0
C05979,7.875,0.319444444,7.875,0.319444444,0.463783983,60.096,52.032,60.05751488,26,1,1,0,0,0,0
C05993,11.53624622,-4.651430247,11.53624622,0.128952855,0.442749423,389.261,373.133,389.0736491,142,0,0,1,0,0,1
C06002,9.699074074,-1.074074074,9.699074074,0.391203704,0.391156774,102.089,96.041,102.0316941,40,1,1,0,0,0,0
C06006,10.50736111,-2.180555556,10.50736111,0.099537037,0.540568728,146.142,136.062,146.0579088,58,1,0,0,0,1,0
C06007,10.09483796,-1.696759259,10.09483796,0.208796296,0.508240728,148.158,136.062,148.0735589,60,1,0,0,1,0,0
C06010,10.27611111,-2.222222222,10.27611111,0.768518519,0.492314319,132.115,124.051,132.0422587,52,1,1,0,1,1,0
C06020,6.878049375,0.181604702,6.878049375,0.181604702,0.708711747,358.205,355.181,357.9684175,111,1,1,0,0,0,0
C06026,15.80609199,-6.219218645,15.80609199,0.028116538,0.011635105,2238.749,2035.133,2237.335998,896,1,1,1,0,0,0
C06044,8.86239229,0.157515117,8.86239229,0.157515117,0.637773702,138.166,128.086,138.0680796,54,1,1,0,0,0,0
C06055,10.1306302,-4.698005008,10.1306302,0.835570988,0.326007786,215.098,205.018,215.0194883,78,1,1,0,1,0,0
C06082,11.55980374,-1.241554233,11.55980374,0.00150463,0.605332315,264.321,244.161,264.1361591,104,1,1,0,0,0,0
C06098,10.10543,-0.226572462,10.10543,0.005465295,0.257356992,568.886,512.438,568.428031,228,1,1,0,0,0,0
C06102,9.87412415,-0.790834278,9.87412415,0.174444444,0.442662582,130.143,120.063,130.0629942,52,1,0,1,0,0,0
C06124,10.56086803,-4.534607569,10.56086803,0.380725309,0.172291294,379.478,341.174,379.2487599,150,0,0,1,1,0,0
C06126,11.91792687,-1.773416522,11.91792687,0.168715733,0.055040795,650.783,594.335,650.3751659,263,0,1,1,0,0,0
C06135,12.07907518,-1.975306036,12.07907518,0.208459239,0.032579439,853.977,784.425,853.4545384,343,0,1,1,0,0,0
C06136,12.46884961,-2.085269335,12.46884961,0.233970489,0.024876201,1016.118,936.486,1015.507362,407,0,1,1,0,0,0
C06140,14.5035702,-3.801147206,14.5035702,0.399847187,0.019862083,1889.886,1758.846,1888.793611,749,0,1,1,0,0,0
C06156,10.55825302,-4.834178634,10.55825302,0.646859725,0.287306051,259.151,245.039,259.045703,96,0,1,0,0,1,0
C06161,10.00093569,0.162128685,10.00093569,0.162128685,0.810761093,285.343,266.191,285.1364935,110,1,1,0,0,0,0
C06174,10.55421344,-0.538553477,10.55421344,0.080555556,0.79814441,299.37,278.202,299.1521435,116,1,1,0,0,0,0
C06202,10.06731481,0.034722222,10.06731481,0.034722222,0.568137403,122.123,116.075,122.0367794,46,1,0,0,1,0,0
C06215,10.44585996,-2.469658899,10.44585996,0.655400405,0.131793117,504.438,472.182,504.1690349,200,0,1,1,0,0,0
C06231,10.3650463,-0.832546296,10.3650463,0.52662037,0.534931675,142.158,132.078,142.0742276,56,1,0,1,0,0,0
C06241,11.21952519,-4.96517236,11.21952519,0.68835922,0.196580058,389.25,369.09,389.0723117,146,0,1,1,0,0,0
C06319,12.97534501,-1.569318319,12.97534501,0.09219472,0.080080547,896.944,840.496,896.3691317,348,1,1,0,0,0,0
C06387,12.67803497,-5.577598798,12.67803497,0.026708712,0.055436705,906.094,866.782,905.1024514,316,1,0,1,0,0,0
C06451,9.765694444,-3.915702161,9.765694444,0.4375,0.421200371,126.048,118.992,126.0081953,44,1,1,0,0,0,0
C06473,10.50235261,-2.236435185,10.50235261,0.883803855,0.28931315,194.139,184.059,194.0426527,76,1,1,0,0,0,0
C06504,13.40208775,-1.507952222,13.40208775,0.013706828,0.09637212,936.946,875.458,936.3673928,351,1,1,0,0,0,0
C06507,14.09263427,-1.562479549,14.09263427,0.00182434,0.079836991,1183.248,1105.632,1182.525345,446,0,0,1,0,0,1
C06548,4.5,1,4.5,1,0.349021585,44.053,40.021,44.02621475,18,1,0,1,1,0,0
C06551,5.72696775,0.193611111,5.72696775,0.193611111,0.801863319,215.688,201.576,215.0937731,78,1,0,1,0,0,0
C06556,5.503639456,0.105046296,5.503639456,0.105046296,0.682819978,173.607,165.543,173.0468229,60,1,0,1,0,0,0
C06561,11.90007622,-0.603634259,11.90007622,0.113240741,0.507802196,272.256,260.16,272.0684735,102,1,1,0,0,0,0
C06563,12.38182115,-0.407926115,12.38182115,0.00775463,0.631832936,270.24,260.16,270.0528234,100,1,1,0,0,0,0
C06600,8.897037037,-0.134753086,8.897037037,0.085092593,0.599912915,179.002,174.97,177.9588347,54,1,1,0,0,0,0
C06604,10.50417415,-2.816594781,10.50417415,0.010674551,0.435980905,291.265,277.153,291.0330302,100,1,0,1,0,0,0
C06620,12.10795609,-5.317686576,12.10795609,0.137340601,0.234701524,528.3,506.124,528.0546266,190,1,1,0,0,0,0
C06633,13.96124957,-1.744180222,13.96124957,0.067084551,0.253572674,703.911,638.391,703.4506765,286,1,1,0,0,0,0
C06672,10.44318972,-1.04787037,10.44318972,0.06712963,0.693398852,168.148,160.084,168.0422587,64,1,1,0,0,0,0
C06688,14.42562962,-2.042566018,14.42562962,0.055939582,0.109484845,822.953,764.489,822.4051233,322,1,1,0,0,0,0
C06697,8.5625,-3.9375,8.5625,3.9375,0.308465704,122.919,122.919,122.9079861,26,1,1,0,0,0,0
C06719,10.4875,-0.678240741,10.4875,0.015046296,0.487950338,128.127,120.063,128.0473441,50,1,0,1,0,0,0
C06749,12.6791201,-5.579030598,12.6791201,0.026241609,0.057064754,891.68,847.328,891.1676385,320,1,0,0,1,0,0
C06760,9.964266818,-1.416713908,9.964266818,0.345185185,0.272184199,156.137,148.073,156.0422587,60,1,0,1,0,0,0
C06790,4.956790124,0.089506173,4.956790124,0.089506173,0.473775059,131.389,130.381,129.9143831,30,1,1,0,0,0,0
C07054,10.74953704,-0.303333333,10.74953704,0.303333333,0.316578679,137.142,130.086,137.0589118,52,1,1,1,0,0,0
C07073,11.89231859,0.061203704,11.89231859,0.061203704,0.848967191,234.343,212.167,234.1732133,94,1,0,1,0,0,0
C07086,10.16870748,-0.785925926,10.16870748,0.111944444,0.665180233,136.15,128.086,136.0524295,52,1,0,0,1,0,1
C07098,9.008209877,-0.131728395,9.008209877,0.131728395,0.676127859,197.448,194.424,195.9249478,54,1,1,0,0,0,0
C07113,10.64537037,0.120925926,10.64537037,0.120925926,0.517046754,120.151,112.087,120.0575149,46,1,0,0,0,0,1
C07277,12.15865169,-5.444269153,12.15865169,0.151906788,0.166705579,548.331,522.123,548.0808414,200,1,0,0,0,1,0
C07447,9.576388889,-0.217592593,9.576388889,0.217592593,0.219734882,74.083,68.035,74.04801281,30,1,1,1,0,0,0
C07480,11.30398148,-0.447962963,11.30398148,0.399305556,0.562472236,180.167,172.103,180.0647255,68,1,1,0,0,0,0
C07490,8.006944444,-1.486111111,8.006944444,0.43287037,0.51560431,149.404,146.38,147.9249478,38,1,1,0,0,0,0
C07645,11.8170216,-3.359868827,11.8170216,0.040028975,0.298613543,277.088,261.968,276.0197343,90,1,1,0,0,0,0
C07649,11.98481481,-1.001157407,11.98481481,0.707037037,0.482564503,130.078,127.054,130.0178556,48,1,1,0,0,0,0
C08491,11.53355584,-0.792434151,11.53355584,0.051944444,0.708815238,210.273,192.129,210.1255944,84,1,1,0,0,0,1
C08579,10.24813833,-0.290816836,10.24813833,0.002622238,0.198473132,584.885,528.437,584.4229457,234,1,0,0,0,1,0
C08614,10.25352838,-0.293932387,10.25352838,0.096914799,0.194034968,600.884,544.436,600.4178603,240,1,0,0,0,1,0
C08650,11.83924288,-0.369837963,11.83924288,0.100403544,0.582502973,256.257,244.161,256.0735589,96,0,1,0,0,1,0
C09811,12.67643586,-5.566506167,12.67643586,0.01770313,0.063186446,875.681,831.329,875.1727238,314,1,0,0,1,0,0
C09814,8.287592593,0.715277778,8.287592593,0.715277778,0.48844457,103.124,98.084,103.0421992,38,0,0,1,1,0,0
C10172,10.49046296,-0.900462963,10.49046296,0.277777778,0.440506617,143.186,130.082,143.0946287,58,1,0,0,0,1,0
C10208,12.32098781,-0.174129819,12.32098781,0.049105023,0.700091546,254.241,244.161,254.0579088,94,1,1,0,0,0,0
C10434,11.78466144,-1.443819217,11.78466144,0.154595846,0.296955064,336.296,320.168,336.0845175,128,0,1,1,0,0,0
C10453,9.252350246,0.171585412,9.252350246,0.171585412,0.693279663,164.204,152.108,164.0837296,64,1,1,0,0,0,0
C10469,9.254086357,0.171993575,9.254086357,0.171993575,0.726992658,164.204,152.108,164.0837296,64,1,1,0,0,0,0
C10503,9.533231389,-0.054207294,9.533231389,0.054207294,0.864981897,270.284,256.172,270.0892089,102,1,1,0,0,0,0
C10906,10.52087113,-1.86375,10.52087113,0.766929327,0.301092062,180.156,168.06,180.0633881,72,1,1,0,0,0,0
C10945,9.931355033,-0.191621315,9.931355033,0.168284203,0.393335541,164.16,156.096,164.0473441,62,1,1,0,0,0,0
C11088,3.201388889,1.048611111,3.201388889,1.048611111,0.549640042,187.862,183.83,185.8679743,26,1,1,0,0,0,0
C11355,10.67158037,-1.31293698,10.67158037,0.004526644,0.454103698,225.2,214.112,225.0637225,86,0,0,0,1,1,0
C11389,9.488774565,-0.702430556,9.488774565,0.702430556,0.617129007,154.253,136.109,154.1357652,64,1,0,0,1,0,0
C11434,10.16795777,-4.652359379,10.16795777,0.737415281,0.342837954,216.126,203.022,216.0398894,80,1,1,0,0,0,0
C11476,9.763926682,-1.636898148,9.763926682,0.086851852,0.325838404,150.13,140.05,150.0528234,60,1,1,0,0,1,0
C11496,10.15564626,-3.824530896,10.15564626,0.245648148,0.482007507,200.281,188.185,200.0177009,68,1,0,0,1,0,0
C11498,10.15564626,-3.824530896,10.15564626,0.245648148,0.482007507,200.281,188.185,200.0177009,68,1,0,0,1,0,0
C11519,9.96196712,0.482638889,9.96196712,0.482638889,0.552114384,127.187,114.083,127.099714,52,0,0,1,1,0,0
C11522,10.51097458,-0.079460832,10.51097458,0.079460832,0.456599844,412.702,364.318,412.3705162,170,1,1,0,0,0,0
C11526,12.18937113,-6.426912137,12.18937113,3.268691933,0.078824078,740.009,720.857,739.8277018,240,0,1,1,0,0,0
C11536,10.21101852,-5.118179012,10.21101852,1.437060185,0.333811096,250.121,243.065,249.9548394,84,0,0,1,1,0,0
C11537,9.878333333,-4.399212963,9.878333333,1.178240741,0.435944892,170.142,164.094,169.9885089,60,1,0,0,1,0,0
C11544,10.62436658,-1.697962963,10.62436658,0.651121268,0.294435139,268.218,252.09,268.0794321,106,0,1,1,0,0,0
C11809,12.07659021,-0.356860828,12.07659021,0.090092593,0.796728575,354.45,328.242,354.1943427,138,1,0,1,0,0,0
C11863,12.66328483,-0.718842593,12.66328483,0.138845427,0.595998136,316.397,292.205,316.1674592,124,1,1,0,0,0,0
C11864,12.7137015,-1.090459656,12.7137015,0.087847222,0.567611285,332.396,308.204,332.1623739,130,1,1,0,0,0,0
C11895,10.28143658,-0.2583769,10.28143658,0.2583769,0.603042338,288.475,256.219,288.2453156,118,1,1,0,0,0,0
C11907,12.14453646,-5.473936576,12.14453646,0.158981215,0.188855493,546.315,522.123,546.0651913,198,0,0,0,1,1,0
C11912,12.15865169,-5.444269153,12.15865169,0.151906788,0.166705579,548.331,522.123,548.0808414,200,1,1,0,0,0,0
C11922,12.1255101,-5.276575465,12.1255101,0.129108626,0.248765352,530.316,506.124,530.0702767,192,0,0,0,1,1,0
C11928,12.1255101,-5.276575465,12.1255101,0.129108626,0.248765352,530.316,506.124,530.0702767,192,0,1,0,0,1,0
